Source_Distance(m), Centroid_Error(m), Confidence_Radius(m)
567.099639, 0.190530, 16.596200
568.513852, 0.191017, 16.638027
569.928066, 0.191504, 16.679856
571.342279, 0.191991, 16.721672
572.756493, 0.192475, 16.763504
574.170706, 0.192962, 16.805331
575.584920, 0.193450, 16.847149
576.999133, 0.193937, 16.888974
578.413347, 0.194427, 16.930808
579.827561, 0.194914, 16.972621
581.241774, 0.195400, 17.014446
582.655988, 0.195887, 17.056284
584.070201, 0.196370, 17.098112
585.484415, 0.196862, 17.139941
586.898628, 0.197348, 17.181767
588.312842, 0.197835, 17.223588
589.727056, 0.198322, 17.265410
591.141269, 0.198806, 17.307236
592.555483, 0.199297, 17.349057
593.969696, 0.199784, 17.390903
595.383910, 0.200271, 17.432731
596.798123, 0.200760, 17.474540
598.212337, 0.201240, 17.516375
599.626550, 0.201733, 17.558199
601.040764, 0.202218, 17.600022
602.454978, 0.202706, 17.641844
603.869191, 0.203193, 17.683661
605.283405, 0.203680, 17.725491
606.697618, 0.204169, 17.767324
608.111832, 0.204657, 17.809146
609.526045, 0.205142, 17.850971
610.940259, 0.205631, 17.892797
612.354473, 0.206118, 17.934617
613.768686, 0.206602, 17.976457
615.182900, 0.207088, 18.018272
616.597113, 0.207572, 18.060110
618.011327, 0.208063, 18.101931
619.425540, 0.208551, 18.143756
620.839754, 0.209037, 18.185577
622.253967, 0.209524, 18.227408
623.668181, 0.210014, 18.269230
625.082395, 0.210498, 18.311052
626.496608, 0.210987, 18.352884
627.910822, 0.211479, 18.394708
629.325035, 0.211959, 18.436536
630.739249, 0.212447, 18.478357
632.153462, 0.212937, 18.520195
633.567676, 0.213420, 18.562025
634.981890, 0.213910, 18.603829
636.396103, 0.214400, 18.645666
637.810317, 0.214884, 18.687491
639.224530, 0.215376, 18.729317
640.638744, 0.215857, 18.771142
642.052957, 0.216345, 18.812972
643.467171, 0.216835, 18.854787
644.881384, 0.217323, 18.896612
646.295598, 0.217807, 18.938447
647.709812, 0.218294, 18.980281
649.124025, 0.218780, 19.022093
650.538239, 0.219265, 19.063927
651.952452, 0.219757, 19.105750
653.366666, 0.220242, 19.147572
654.780879, 0.220729, 19.189402
656.195093, 0.221216, 19.231226
657.609307, 0.221702, 19.273056
659.023520, 0.222193, 19.314888
660.437734, 0.222678, 19.356706
661.851947, 0.223162, 19.398531
663.266161, 0.223648, 19.440370
664.680374, 0.224142, 19.482189
666.094588, 0.224624, 19.524017
667.508801, 0.225109, 19.565844
668.923015, 0.225601, 19.607665
670.337229, 0.226086, 19.649489
671.751442, 0.226569, 19.691320
673.165656, 0.227066, 19.733139
674.579869, 0.227553, 19.774965
675.994083, 0.228038, 19.816787
677.408296, 0.228521, 19.858618
678.822510, 0.229013, 19.900442
680.236724, 0.229496, 19.942272
681.650937, 0.229981, 19.984100
683.065151, 0.230471, 20.025927
684.479364, 0.230959, 20.067742
685.893578, 0.231445, 20.109573
687.307791, 0.231935, 20.151406
688.722005, 0.232422, 20.193223
690.136218, 0.232908, 20.235054
691.550432, 0.233394, 20.276893
692.964646, 0.233882, 20.318713
694.378859, 0.234369, 20.360533
695.793073, 0.234853, 20.402376
697.207286, 0.235344, 20.444180
698.621500, 0.235833, 20.486021
700.035713, 0.236318, 20.527836
701.449927, 0.236803, 20.569665
702.864140, 0.237292, 20.611489
704.278354, 0.237778, 20.653317
705.692568, 0.238266, 20.695144
707.106781, 0.238751, 20.736973
708.520995, 0.239240, 20.778794
709.935208, 0.239728, 20.820619
711.349422, 0.240212, 20.862447
712.763635, 0.240701, 20.904268
714.177849, 0.241193, 20.946095
715.592063, 0.241675, 20.987918
717.006276, 0.242166, 21.029753
718.420490, 0.242650, 21.071565
719.834703, 0.243139, 21.113394
721.248917, 0.243628, 21.155222
722.663130, 0.244113, 21.197056
724.077344, 0.244601, 21.238877
725.491557, 0.245086, 21.280717
726.905771, 0.245577, 21.322534
728.319985, 0.246055, 21.364360
729.734198, 0.246545, 21.406192
731.148412, 0.247034, 21.448026
732.562625, 0.247522, 21.489853
733.976839, 0.248012, 21.531669
735.391052, 0.248497, 21.573484
736.805266, 0.248987, 21.615315
738.219480, 0.249468, 21.657168
739.633693, 0.249959, 21.698957
741.047907, 0.250446, 21.740790
742.462120, 0.250926, 21.782637
743.876334, 0.251417, 21.824449
745.290547, 0.251910, 21.866268
746.704761, 0.252389, 21.908087
748.118974, 0.252879, 21.949924
749.533188, 0.253368, 21.991747
750.947402, 0.253857, 22.033584
752.361615, 0.254346, 22.075389
753.775829, 0.254824, 22.117244
755.190042, 0.255313, 22.159065
756.604256, 0.255803, 22.200902
758.018469, 0.256297, 22.242707
759.432683, 0.256777, 22.284538
760.846897, 0.257265, 22.326361
762.261110, 0.257745, 22.368193
763.675324, 0.258240, 22.410021
765.089537, 0.258723, 22.451835
766.503751, 0.259214, 22.493658
767.917964, 0.259698, 22.535498
769.332178, 0.260188, 22.577335
770.746391, 0.260677, 22.619143
772.160605, 0.261166, 22.660970
773.574819, 0.261649, 22.702806
774.989032, 0.262133, 22.744629
776.403246, 0.262625, 22.786443
777.817459, 0.263109, 22.828284
779.231673, 0.263601, 22.870095
780.645886, 0.264087, 22.911925
782.060100, 0.264570, 22.953766
783.474314, 0.265059, 22.995586
784.888527, 0.265544, 23.037421
786.302741, 0.266036, 23.079232
787.716954, 0.266520, 23.121064
789.131168, 0.267013, 23.162874
790.545381, 0.267492, 23.204719
791.959595, 0.267981, 23.246543
793.373808, 0.268472, 23.288369
794.788022, 0.268954, 23.330194
796.202236, 0.269447, 23.372013
797.616449, 0.269929, 23.413868
799.030663, 0.270420, 23.455673
800.444876, 0.270905, 23.497509
801.859090, 0.271394, 23.539335
803.273303, 0.271879, 23.581164
804.687517, 0.272371, 23.622972
806.101731, 0.272854, 23.664801
807.515944, 0.273338, 23.706623
808.930158, 0.273827, 23.748448
810.344371, 0.274312, 23.790289
811.758585, 0.274798, 23.832135
813.172798, 0.275279, 23.873938
814.587012, 0.275775, 23.915763
816.001225, 0.276262, 23.957595
817.415439, 0.276750, 23.999433
818.829653, 0.277237, 24.041236
820.243866, 0.277724, 24.083075
821.658080, 0.278217, 24.124897
823.072293, 0.278696, 24.166731
824.486507, 0.279191, 24.208546
825.900720, 0.279669, 24.250368
827.314934, 0.280158, 24.292214
828.729148, 0.280641, 24.334032
830.143361, 0.281132, 24.375851
831.557575, 0.281621, 24.417679
832.971788, 0.282122, 24.459505
834.386002, 0.282593, 24.501338
835.800215, 0.283081, 24.543154
837.214429, 0.283569, 24.584969
838.628642, 0.284055, 24.626819
840.042856, 0.284552, 24.668649
841.457070, 0.285027, 24.710466
842.871283, 0.285519, 24.752293
844.285497, 0.286000, 24.794120
845.699710, 0.286490, 24.835929
847.113924, 0.286982, 24.877787
848.528137, 0.287464, 24.919612
849.942351, 0.287946, 24.961405
851.356565, 0.288443, 25.003257
852.770778, 0.288924, 25.045078
854.184992, 0.289412, 25.086903
855.599205, 0.289904, 25.128719
857.013419, 0.290390, 25.170555
858.427632, 0.290882, 25.212382
859.841846, 0.291363, 25.254222
861.256059, 0.291841, 25.296056
862.670273, 0.292346, 25.337866
864.084487, 0.292830, 25.379683
865.498700, 0.293310, 25.421516
866.912914, 0.293802, 25.463326
868.327127, 0.294294, 25.505167
869.741341, 0.294771, 25.546994
871.155554, 0.295261, 25.588821
872.569768, 0.295744, 25.630641
873.983982, 0.296235, 25.672467
875.398195, 0.296725, 25.714292
876.812409, 0.297216, 25.756137
878.226622, 0.297696, 25.797940
879.640836, 0.298186, 25.839784
881.055049, 0.298677, 25.881610
882.469263, 0.299161, 25.923425
883.883476, 0.299651, 25.965263
885.297690, 0.300134, 26.007087
886.711904, 0.300624, 26.048918
888.126117, 0.301106, 26.090740
889.540331, 0.301587, 26.132566
890.954544, 0.302077, 26.174402
892.368758, 0.302567, 26.216207
893.782971, 0.303056, 26.258053
895.197185, 0.303545, 26.299876
896.611399, 0.304031, 26.341689
898.025612, 0.304520, 26.383524
899.439826, 0.305003, 26.425345
900.854039, 0.305490, 26.467175
902.268253, 0.305987, 26.509007
903.682466, 0.306464, 26.550828
905.096680, 0.306951, 26.592669
906.510893, 0.307441, 26.634488
907.925107, 0.307925, 26.676319
909.339321, 0.308414, 26.718155
910.753534, 0.308900, 26.759962
912.167748, 0.309389, 26.801776
913.581961, 0.309884, 26.843621
914.996175, 0.310366, 26.885426
916.410388, 0.310849, 26.927261
917.824602, 0.311338, 26.969098
919.238816, 0.311820, 27.010909
920.653029, 0.312304, 27.052740
922.067243, 0.312806, 27.094552
923.481456, 0.313285, 27.136389
924.895670, 0.313776, 27.178219
926.309883, 0.314259, 27.220060
927.724097, 0.314750, 27.261879
929.138310, 0.315236, 27.303701
930.552524, 0.315728, 27.345509
931.966738, 0.316214, 27.387354
933.380951, 0.316694, 27.429178
934.795165, 0.317191, 27.471017
936.209378, 0.317668, 27.512846
937.623592, 0.318163, 27.554668
939.037805, 0.318643, 27.596501
940.452019, 0.319132, 27.638309
941.866233, 0.319622, 27.680138
943.280446, 0.320111, 27.721965
944.694660, 0.320593, 27.763807
946.108873, 0.321082, 27.805604
947.523087, 0.321571, 27.847444
948.937300, 0.322053, 27.889283
950.351514, 0.322545, 27.931107
951.765727, 0.323029, 27.972934
953.179941, 0.323515, 28.014767
954.594155, 0.324000, 28.056591
956.008368, 0.324497, 28.098385
957.422582, 0.324981, 28.140234
958.836795, 0.325465, 28.182046
960.251009, 0.325953, 28.223887
961.665222, 0.326439, 28.265709
963.079436, 0.326928, 28.307545
964.493650, 0.327410, 28.349361
965.907863, 0.327894, 28.391205
967.322077, 0.328386, 28.433009
968.736290, 0.328874, 28.474846
970.150504, 0.329366, 28.516690
971.564717, 0.329846, 28.558497
972.978931, 0.330338, 28.600321
974.393144, 0.330827, 28.642136
975.807358, 0.331307, 28.683973
977.221572, 0.331797, 28.725796
978.635785, 0.332292, 28.767645
980.049999, 0.332767, 28.809464
981.464212, 0.333256, 28.851289
982.878426, 0.333756, 28.893109
984.292639, 0.334232, 28.934950
985.706853, 0.334718, 28.976770
987.121067, 0.335205, 29.018599
988.535280, 0.335703, 29.060397
989.949494, 0.336188, 29.102250
991.363707, 0.336676, 29.144073
992.777921, 0.337157, 29.185899
994.192134, 0.337650, 29.227718
995.606348, 0.338126, 29.269558
997.020561, 0.338619, 29.311390
998.434775, 0.339101, 29.353211
999.848989, 0.339595, 29.395039
1001.263202, 0.340071, 29.436869
1002.677416, 0.340575, 29.478673
1004.091629, 0.341053, 29.520501
1005.505843, 0.341538, 29.562347
1006.920056, 0.342023, 29.604155
1008.334270, 0.342523, 29.645997
1009.748484, 0.343012, 29.687819
1011.162697, 0.343489, 29.729638
1012.576911, 0.343977, 29.771477
1013.991124, 0.344464, 29.813294
1015.405338, 0.344950, 29.855133
1016.819551, 0.345445, 29.896958
1018.233765, 0.345930, 29.938783
1019.647978, 0.346415, 29.980611
1021.062192, 0.346906, 30.022432
1022.476406, 0.347394, 30.064252
1023.890619, 0.347876, 30.106073
1025.304833, 0.348361, 30.147887
1026.719046, 0.348856, 30.189745
1028.133260, 0.349330, 30.231562
1029.547473, 0.349832, 30.273402
1030.961687, 0.350313, 30.315193
1032.375901, 0.350797, 30.357000
1033.790114, 0.351298, 30.398882
1035.204328, 0.351776, 30.440727
1036.618541, 0.352260, 30.482543
1038.032755, 0.352751, 30.524352
1039.446968, 0.353235, 30.566170
1040.861182, 0.353723, 30.608013
1042.275395, 0.354209, 30.649860
1043.689609, 0.354682, 30.691639
1045.103823, 0.355186, 30.733495
1046.518036, 0.355672, 30.775258
1047.932250, 0.356164, 30.817129
1049.346463, 0.356635, 30.858962
1050.760677, 0.357136, 30.900818
1052.174890, 0.357631, 30.942577
1053.589104, 0.358108, 30.984440
1055.003318, 0.358598, 31.026270
1056.417531, 0.359083, 31.068106
1057.831745, 0.359566, 31.109894
1059.245958, 0.360060, 31.151767
1060.660172, 0.360537, 31.193584
1062.074385, 0.361046, 31.235386
1063.488599, 0.361518, 31.277192
1064.902812, 0.362004, 31.319052
1066.317026, 0.362499, 31.360844
1067.731240, 0.362985, 31.402722
1069.145453, 0.363465, 31.444542
1070.559667, 0.363959, 31.486360
1071.973880, 0.364432, 31.528163
1073.388094, 0.364918, 31.570019
1074.802307, 0.365418, 31.611831
1076.216521, 0.365907, 31.653682
1077.630735, 0.366397, 31.695509
1079.044948, 0.366874, 31.737355
1080.459162, 0.367365, 31.779130
1081.873375, 0.367854, 31.821003
1083.287589, 0.368339, 31.862787
1084.701802, 0.368834, 31.904607
1086.116016, 0.369313, 31.946469
1087.530229, 0.369804, 31.988266
1088.944443, 0.370285, 32.030108
1090.358657, 0.370778, 32.071922
1091.772870, 0.371266, 32.113727
1093.187084, 0.371747, 32.155549
1094.601297, 0.372232, 32.197397
1096.015511, 0.372740, 32.239221
1097.429724, 0.373203, 32.281078
1098.843938, 0.373695, 32.322904
1100.258152, 0.374183, 32.364729
1101.672365, 0.374668, 32.406533
1103.086579, 0.375161, 32.448382
1104.500792, 0.375643, 32.490167
1105.915006, 0.376131, 32.531991
1107.329219, 0.376620, 32.573836
1108.743433, 0.377105, 32.615673
1110.157646, 0.377580, 32.657511
1111.571860, 0.378096, 32.699372
1112.986074, 0.378553, 32.741167
1114.400287, 0.379052, 32.783003
1115.814501, 0.379549, 32.824817
1117.228714, 0.380030, 32.866650
1118.642928, 0.380519, 32.908457
1120.057141, 0.381003, 32.950282
1121.471355, 0.381483, 32.992142
1122.885569, 0.381963, 33.033971
1124.299782, 0.382460, 33.075761
1125.713996, 0.382951, 33.117582
1127.128209, 0.383442, 33.159443
1128.542423, 0.383928, 33.201230
1129.956636, 0.384401, 33.243073
1131.370850, 0.384901, 33.284908
1132.785063, 0.385382, 33.326761
1134.199277, 0.385868, 33.368544
1135.613491, 0.386369, 33.410398
1137.027704, 0.386847, 33.452207
1138.441918, 0.387341, 33.494025
1139.856131, 0.387821, 33.535861
1141.270345, 0.388318, 33.577692
1142.684558, 0.388797, 33.619525
1144.098772, 0.389296, 33.661339
1145.512986, 0.389770, 33.703158
1146.927199, 0.390245, 33.745018
1148.341413, 0.390752, 33.786782
1149.755626, 0.391228, 33.828679
