Source_Distance(m), Centroid_Error(m), Confidence_Radius(m)
5.775767, 0.029594, 0.780910
5.782845, 0.029637, 0.781970
5.789923, 0.029679, 0.783031
5.797002, 0.029721, 0.784091
5.804080, 0.029764, 0.785151
5.811158, 0.029806, 0.786212
5.818236, 0.029849, 0.787272
5.825314, 0.029891, 0.788333
5.832392, 0.029933, 0.789393
5.839470, 0.029976, 0.790454
5.846549, 0.030018, 0.791514
5.853627, 0.030060, 0.792575
5.860705, 0.030103, 0.793636
5.867783, 0.030145, 0.794696
5.874861, 0.030188, 0.795757
5.881939, 0.030230, 0.796818
5.889017, 0.030272, 0.797879
5.896096, 0.030315, 0.798940
5.903174, 0.030357, 0.800001
5.910252, 0.030399, 0.801062
5.917330, 0.030442, 0.802123
5.924408, 0.030484, 0.803184
5.931486, 0.030527, 0.804245
5.938564, 0.030569, 0.805306
5.945643, 0.030611, 0.806367
5.952721, 0.030654, 0.807428
5.959799, 0.030696, 0.808490
5.966877, 0.030739, 0.809551
5.973955, 0.030781, 0.810612
5.981033, 0.030823, 0.811674
5.988111, 0.030866, 0.812735
5.995190, 0.030908, 0.813796
6.002268, 0.030950, 0.814858
6.009346, 0.030993, 0.815919
6.016424, 0.031035, 0.816981
6.023502, 0.031078, 0.818042
6.030580, 0.031120, 0.819104
6.037659, 0.031162, 0.820166
6.044737, 0.031205, 0.821227
6.051815, 0.031247, 0.822289
6.058893, 0.031290, 0.823351
6.065971, 0.031332, 0.824414
6.073049, 0.031375, 0.825476
6.080127, 0.031417, 0.826538
6.087206, 0.031459, 0.827600
6.094284, 0.031502, 0.828662
6.101362, 0.031544, 0.829724
6.108440, 0.031587, 0.830786
6.115518, 0.031629, 0.831848
6.122596, 0.031671, 0.832910
6.129674, 0.031714, 0.833972
6.136753, 0.031756, 0.835034
6.143831, 0.031799, 0.836096
6.150909, 0.031841, 0.837158
6.157987, 0.031883, 0.838221
6.165065, 0.031926, 0.839283
6.172143, 0.031968, 0.840345
6.179221, 0.032011, 0.841408
6.186300, 0.032053, 0.842470
6.193378, 0.032096, 0.843532
6.200456, 0.032138, 0.844595
6.207534, 0.032180, 0.845657
6.214612, 0.032223, 0.846720
6.221690, 0.032265, 0.847782
6.228768, 0.032308, 0.848845
6.235847, 0.032350, 0.849907
6.242925, 0.032392, 0.850970
6.250003, 0.032435, 0.852033
6.257081, 0.032477, 0.853095
6.264159, 0.032520, 0.854158
6.271237, 0.032562, 0.855221
6.278315, 0.032605, 0.856284
6.285394, 0.032647, 0.857347
6.292472, 0.032689, 0.858409
6.299550, 0.032732, 0.859472
6.306628, 0.032774, 0.860535
6.313706, 0.032817, 0.861598
6.320784, 0.032859, 0.862661
6.327862, 0.032902, 0.863724
6.334941, 0.032944, 0.864787
6.342019, 0.032986, 0.865850
6.349097, 0.033029, 0.866913
6.356175, 0.033071, 0.867977
6.363253, 0.033114, 0.869040
6.370331, 0.033156, 0.870103
6.377410, 0.033199, 0.871166
6.384488, 0.033241, 0.872230
6.391566, 0.033284, 0.873293
6.398644, 0.033326, 0.874356
6.405722, 0.033368, 0.875419
6.412800, 0.033411, 0.876483
6.419878, 0.033453, 0.877546
6.426957, 0.033496, 0.878610
6.434035, 0.033538, 0.879673
6.441113, 0.033581, 0.880737
6.448191, 0.033623, 0.881800
6.455269, 0.033666, 0.882864
6.462347, 0.033708, 0.883927
6.469425, 0.033750, 0.884991
6.476504, 0.033793, 0.886055
6.483582, 0.033835, 0.887118
6.490660, 0.033878, 0.888182
6.497738, 0.033920, 0.889246
6.504816, 0.033963, 0.890309
6.511894, 0.034005, 0.891373
6.518972, 0.034048, 0.892437
6.526051, 0.034090, 0.893501
6.533129, 0.034132, 0.894565
6.540207, 0.034175, 0.895629
6.547285, 0.034217, 0.896693
6.554363, 0.034260, 0.897757
6.561441, 0.034302, 0.898821
6.568519, 0.034345, 0.899885
6.575598, 0.034387, 0.900949
6.582676, 0.034430, 0.902013
6.589754, 0.034472, 0.903077
6.596832, 0.034515, 0.904141
6.603910, 0.034557, 0.905205
6.610988, 0.034600, 0.906269
6.618066, 0.034642, 0.907333
6.625145, 0.034684, 0.908398
6.632223, 0.034727, 0.909462
6.639301, 0.034769, 0.910526
6.646379, 0.034812, 0.911590
6.653457, 0.034854, 0.912655
6.660535, 0.034897, 0.913719
6.667613, 0.034939, 0.914783
6.674692, 0.034982, 0.915848
6.681770, 0.035024, 0.916912
6.688848, 0.035067, 0.917977
6.695926, 0.035109, 0.919041
6.703004, 0.035152, 0.920106
6.710082, 0.035194, 0.921170
6.717161, 0.035236, 0.922235
6.724239, 0.035279, 0.923299
6.731317, 0.035321, 0.924364
6.738395, 0.035364, 0.925429
6.745473, 0.035406, 0.926493
6.752551, 0.035449, 0.927558
6.759629, 0.035491, 0.928623
6.766708, 0.035534, 0.929688
6.773786, 0.035576, 0.930752
6.780864, 0.035619, 0.931817
6.787942, 0.035661, 0.932882
6.795020, 0.035704, 0.933947
6.802098, 0.035746, 0.935012
6.809176, 0.035789, 0.936076
6.816255, 0.035831, 0.937141
6.823333, 0.035874, 0.938206
6.830411, 0.035916, 0.939271
6.837489, 0.035959, 0.940336
6.844567, 0.036001, 0.941401
6.851645, 0.036044, 0.942466
6.858723, 0.036086, 0.943531
6.865802, 0.036129, 0.944596
6.872880, 0.036171, 0.945661
6.879958, 0.036213, 0.946727
6.887036, 0.036256, 0.947792
6.894114, 0.036298, 0.948857
6.901192, 0.036341, 0.949922
6.908270, 0.036383, 0.950987
6.915349, 0.036426, 0.952053
6.922427, 0.036468, 0.953118
6.929505, 0.036511, 0.954183
6.936583, 0.036553, 0.955248
6.943661, 0.036596, 0.956314
6.950739, 0.036638, 0.957379
6.957817, 0.036681, 0.958445
6.964896, 0.036723, 0.959510
6.971974, 0.036766, 0.960575
6.979052, 0.036808, 0.961641
6.986130, 0.036851, 0.962706
6.993208, 0.036893, 0.963772
7.000286, 0.036936, 0.964837
7.007364, 0.036978, 0.965903
7.014443, 0.037021, 0.966968
7.021521, 0.037063, 0.968034
7.028599, 0.037106, 0.969100
7.035677, 0.037148, 0.970165
7.042755, 0.037191, 0.971231
7.049833, 0.037233, 0.972296
7.056912, 0.037276, 0.973362
7.063990, 0.037318, 0.974428
7.071068, 0.037361, 0.975494
