Source_Distance(m), Centroid_Error(m), Confidence_Radius(m)
115.213813, 0.035016, 3.233432
115.353960, 0.035064, 3.237573
115.494108, 0.035112, 3.241714
115.634255, 0.035160, 3.245856
115.774402, 0.035208, 3.249996
115.914549, 0.035256, 3.254138
116.054697, 0.035304, 3.258279
116.194844, 0.035352, 3.262420
116.334991, 0.035400, 3.266561
116.475139, 0.035448, 3.270703
116.615286, 0.035496, 3.274844
116.755433, 0.035544, 3.278985
116.895580, 0.035592, 3.283127
117.035728, 0.035641, 3.287268
117.175875, 0.035689, 3.291409
117.316022, 0.035737, 3.295550
117.456170, 0.035785, 3.299692
117.596317, 0.035833, 3.303833
117.736464, 0.035881, 3.307974
117.876612, 0.035929, 3.312115
118.016759, 0.035977, 3.316257
118.156906, 0.036025, 3.320398
118.297053, 0.036073, 3.324539
118.437201, 0.036121, 3.328681
118.577348, 0.036169, 3.332822
118.717495, 0.036217, 3.336963
118.857643, 0.036265, 3.341105
118.997790, 0.036313, 3.345246
119.137937, 0.036361, 3.349388
119.278084, 0.036409, 3.353529
119.418232, 0.036457, 3.357671
119.558379, 0.036505, 3.361812
119.698526, 0.036553, 3.365954
119.838674, 0.036601, 3.370095
119.978821, 0.036649, 3.374237
120.118968, 0.036697, 3.378378
120.259115, 0.036746, 3.382519
120.399263, 0.036794, 3.386661
120.539410, 0.036842, 3.390803
120.679557, 0.036890, 3.394944
120.819705, 0.036938, 3.399086
120.959852, 0.036986, 3.403227
121.099999, 0.037034, 3.407369
121.240146, 0.037082, 3.411510
121.380294, 0.037130, 3.415652
121.520441, 0.037178, 3.419793
121.660588, 0.037226, 3.423935
121.800736, 0.037274, 3.428077
121.940883, 0.037322, 3.432218
122.081030, 0.037370, 3.436360
122.221178, 0.037418, 3.440501
122.361325, 0.037466, 3.444643
122.501472, 0.037514, 3.448785
122.641619, 0.037562, 3.452926
122.781767, 0.037610, 3.457068
122.921914, 0.037659, 3.461210
123.062061, 0.037707, 3.465351
123.202209, 0.037755, 3.469493
123.342356, 0.037803, 3.473635
123.482503, 0.037851, 3.477776
123.622650, 0.037899, 3.481918
123.762798, 0.037947, 3.486060
123.902945, 0.037995, 3.490201
124.043092, 0.038043, 3.494343
124.183240, 0.038091, 3.498485
124.323387, 0.038139, 3.502627
124.463534, 0.038187, 3.506768
124.603681, 0.038235, 3.510911
124.743829, 0.038283, 3.515052
124.883976, 0.038331, 3.519194
125.024123, 0.038379, 3.523335
125.164271, 0.038427, 3.527477
125.304418, 0.038476, 3.531619
125.444565, 0.038524, 3.535761
125.584712, 0.038572, 3.539903
125.724860, 0.038620, 3.544045
125.865007, 0.038668, 3.548186
126.005154, 0.038716, 3.552328
126.145302, 0.038764, 3.556470
126.285449, 0.038812, 3.560612
126.425596, 0.038860, 3.564754
126.565744, 0.038908, 3.568896
126.705891, 0.038956, 3.573038
126.846038, 0.039004, 3.577179
126.986185, 0.039052, 3.581321
127.126333, 0.039101, 3.585463
127.266480, 0.039149, 3.589606
127.406627, 0.039197, 3.593747
127.546775, 0.039245, 3.597889
127.686922, 0.039293, 3.602031
127.827069, 0.039341, 3.606173
127.967216, 0.039389, 3.610315
128.107364, 0.039437, 3.614457
128.247511, 0.039485, 3.618599
128.387658, 0.039533, 3.622741
128.527806, 0.039581, 3.626883
128.667953, 0.039629, 3.631025
128.808100, 0.039678, 3.635166
128.948247, 0.039726, 3.639309
129.088395, 0.039774, 3.643450
129.228542, 0.039822, 3.647593
129.368689, 0.039870, 3.651735
129.508837, 0.039918, 3.655877
129.648984, 0.039966, 3.660019
129.789131, 0.040014, 3.664161
129.929278, 0.040062, 3.668303
130.069426, 0.040110, 3.672445
130.209573, 0.040158, 3.676587
130.349720, 0.040206, 3.680729
130.489868, 0.040254, 3.684872
130.630015, 0.040303, 3.689013
130.770162, 0.040351, 3.693156
130.910309, 0.040399, 3.697297
131.050457, 0.040447, 3.701440
131.190604, 0.040495, 3.705582
131.330751, 0.040543, 3.709724
131.470899, 0.040591, 3.713866
131.611046, 0.040639, 3.718008
131.751193, 0.040687, 3.722151
131.891341, 0.040735, 3.726293
132.031488, 0.040783, 3.730435
132.171635, 0.040832, 3.734576
132.311782, 0.040880, 3.738720
132.451930, 0.040928, 3.742861
132.592077, 0.040976, 3.747004
132.732224, 0.041024, 3.751146
132.872372, 0.041072, 3.755287
133.012519, 0.041120, 3.759430
133.152666, 0.041168, 3.763572
133.292813, 0.041216, 3.767715
133.432961, 0.041264, 3.771857
133.573108, 0.041313, 3.775999
133.713255, 0.041361, 3.780141
133.853403, 0.041409, 3.784283
133.993550, 0.041457, 3.788426
134.133697, 0.041505, 3.792568
134.273844, 0.041553, 3.796711
134.413992, 0.041601, 3.800852
134.554139, 0.041649, 3.804995
134.694286, 0.041697, 3.809137
134.834434, 0.041745, 3.813279
134.974581, 0.041793, 3.817422
135.114728, 0.041842, 3.821564
135.254875, 0.041890, 3.825707
135.395023, 0.041938, 3.829849
135.535170, 0.041986, 3.833991
135.675317, 0.042034, 3.838133
135.815465, 0.042082, 3.842275
135.955612, 0.042130, 3.846418
136.095759, 0.042178, 3.850560
136.235907, 0.042226, 3.854703
136.376054, 0.042274, 3.858846
136.516201, 0.042323, 3.862987
136.656348, 0.042371, 3.867130
136.796496, 0.042419, 3.871272
136.936643, 0.042467, 3.875415
137.076790, 0.042515, 3.879557
137.216938, 0.042563, 3.883699
137.357085, 0.042611, 3.887841
137.497232, 0.042659, 3.891985
137.637379, 0.042707, 3.896126
137.777527, 0.042756, 3.900269
137.917674, 0.042803, 3.904412
138.057821, 0.042852, 3.908554
138.197969, 0.042900, 3.912696
138.338116, 0.042948, 3.916840
138.478263, 0.042996, 3.920981
138.618410, 0.043044, 3.925123
138.758558, 0.043092, 3.929266
138.898705, 0.043140, 3.933409
139.038852, 0.043188, 3.937552
139.179000, 0.043237, 3.941694
139.319147, 0.043285, 3.945836
139.459294, 0.043333, 3.949979
139.599441, 0.043381, 3.954121
139.739589, 0.043429, 3.958264
139.879736, 0.043477, 3.962405
140.019883, 0.043525, 3.966549
140.160031, 0.043573, 3.970690
140.300178, 0.043621, 3.974833
140.440325, 0.043670, 3.978976
140.580472, 0.043718, 3.983118
140.720620, 0.043766, 3.987261
140.860767, 0.043814, 3.991404
141.000914, 0.043862, 3.995546
141.141062, 0.043910, 3.999689
141.281209, 0.043958, 4.003832
141.421356, 0.044006, 4.007974
