timestamp,reference_mic,mic_order,estimated_x,estimated_y,r1,r2
2025-02-21 16:03:43,4,4-2-3,5.370214932547935,-3.397587528761935,1.3791458333333335,1.4506041666666667
2025-02-21 16:03:44,4,4-2-3,5.370214932547935,-3.397587528761935,1.3791458333333335,1.4506041666666667
2025-02-21 16:03:46,4,4-2-3,5.370214932547935,-3.397587528761935,1.3791458333333335,1.4506041666666667
2025-02-21 16:03:48,4,4-2-3,5.370214932547935,-3.397587528761935,1.3791458333333335,1.4506041666666667
2025-02-21 16:03:50,4,4-2-3,5.370214932547935,-3.397587528761935,1.3791458333333335,1.4506041666666667
2025-02-21 16:03:52,4,4-2-3,5.367792737924734,-3.38944141600898,1.4005833333333333,1.4791875
2025-02-21 16:03:54,4,4-2-3,5.375938850677689,-3.397587528761935,1.3791458333333335,1.4791875
2025-02-21 16:03:56,4,4-2-3,-4.350348756845528,6.327258628646899,8.546416666666667,1.4720416666666667
2025-02-21 16:03:57,2,2-4-3,1.8286289804949036,8.147413459427325,5.730958333333333,0.05002083333333334
2025-02-21 16:24:39,4,4-2-3,7.049759099965036,11.964619947658452,10.690166666666666,15.856604166666667
2025-02-21 16:24:40,4,4-2-3,6.849694200554201,11.611586826423917,10.5686875,15.599354166666666
2025-02-21 16:24:40,4,4-2-3,13.810205508944087,4.605392369009431,7.7746666666666675,15.577916666666667
2025-02-21 16:24:41,4,4-2-3,13.91709618982326,4.651023165124313,7.796104166666667,15.649375
2025-02-21 16:24:42,4,4-2-3,-1.594899941703625,4.651023165124313,7.796104166666667,4.237479166666667
2025-02-21 16:24:42,4,4-2-3,-1.6406563848018403,4.696779608222528,7.817541666666666,4.237479166666667
2025-02-21 16:24:43,4,4-2-3,22.48676492360418,-3.5806412227066584,-0.7503125,15.806583333333332
2025-02-21 16:24:44,4,4-2-3,5.578932022839051,-3.5932687445319336,-0.686,1.5149166666666667
2025-02-21 16:24:45,2,2-4-3,1.497706238133536,3.7260147824264886,0.7074375,2.2009166666666666
2025-02-21 16:24:45,2,2-4-3,1.5041247048656203,3.7260147824264886,0.7074375,2.179479166666667
2025-02-21 16:24:46,3,3-4-2,3.6233926087867556,-1.1391958253863625,2.9297916666666666,0.7074375
2025-02-21 16:24:47,4,4-2-3,5.5745239078403435,-3.5932687445319336,-0.686,1.4934791666666667
2025-02-21 16:24:48,3,3-4-2,3.6254343722659668,-1.09589298865718,2.872625,0.686
2025-02-21 16:24:48,4,4-2-3,5.593185975059731,-3.5985179962801963,-0.6574166666666666,1.5577916666666667
2025-02-21 16:24:49,4,4-2-3,5.593185975059731,-3.5985179962801963,-0.6574166666666666,1.5577916666666667
2025-02-21 16:24:50,4,4-2-3,5.593185975059731,-3.5985179962801963,-0.6574166666666666,1.5577916666666667
2025-02-21 16:24:51,4,4-2-3,5.570178616333305,-3.5932687445319336,-0.686,1.4720416666666667
2025-02-21 16:24:51,4,4-2-3,5.556189918855222,-3.5849760436317535,-0.728875,1.4434583333333333
2025-02-21 16:24:52,4,4-2-3,5.556189918855222,-3.5849760436317535,-0.728875,1.4434583333333333
2025-02-21 16:24:53,4,4-2-3,5.561774229225715,-3.590560354002245,0.7002916666666666,1.4434583333333333
2025-02-21 16:24:53,4,4-2-3,5.556189918855222,-3.5849760436317535,-0.728875,1.4434583333333333
2025-02-21 16:24:54,4,4-2-3,5.5379745964654745,-3.5791683608464413,-0.7574583333333333,1.3791458333333335
2025-02-21 16:24:55,2,2-4-3,1.7952801770011224,3.7345587772933415,0.7503125,0.7002916666666666
2025-02-21 16:24:56,3,3-4-2,3.3265062381335366,0.08960025989454239,-1.329125,2.2009166666666666
2025-02-21 16:24:56,3,3-4-2,3.628058998140098,-1.2017994348335583,3.00125,-0.6574166666666666
2025-02-21 16:24:57,3,3-4-2,3.628058998140098,-1.2017994348335583,3.00125,-0.6574166666666666
2025-02-21 16:24:58,3,3-4-2,3.628058998140098,-1.2017994348335583,3.00125,-0.6574166666666666
2025-02-21 16:24:58,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:24:59,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:00,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:01,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:01,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:02,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:03,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:04,3,3-4-2,3.628058998140098,-1.219452835992275,3.0226874999999995,-0.6574166666666666
2025-02-21 16:25:04,4,4-2-3,5.549342158263406,-3.5997954072774454,0.6502708333333334,1.329125
2025-02-21 16:25:05,4,4-2-3,5.549342158263406,-3.5997954072774454,0.6502708333333334,1.329125
2025-02-21 16:25:06,4,4-2-3,5.549342158263406,-3.5997954072774454,0.6502708333333334,1.329125
2025-02-21 16:25:06,4,4-2-3,5.551952823361611,-3.5997954072774454,0.6502708333333334,1.3434166666666665
2025-02-21 16:25:07,2,2-4-3,1.7973009993164444,3.7451619866093124,0.8003333333333335,0.6788541666666668
2025-02-21 16:25:08,3,3-4-2,3.6261009993164444,-1.2174948371686214,3.0226874999999995,-0.6788541666666668
