Source_Distance(m), Centroid_Error(m), Confidence_Radius(m)
5.690829, 3.228545, 8.203005
5.697907, 3.232255, 8.211533
5.704986, 3.235938, 8.220076
5.712064, 3.239585, 8.228637
5.719142, 3.243411, 8.237110
5.726220, 3.247120, 8.245640
5.733298, 3.250830, 8.254171
5.740376, 3.254539, 8.262703
5.747455, 3.258225, 8.271246
5.754533, 3.261966, 8.279762
5.761611, 3.265664, 8.288301
5.768689, 3.269370, 8.296835
5.775767, 3.273086, 8.305365
5.782845, 3.276802, 8.313895
5.789923, 3.280517, 8.322424
5.797002, 3.284234, 8.330954
5.804080, 3.287951, 8.339485
5.811158, 3.291669, 8.348015
5.818236, 3.295400, 8.356539
5.825314, 3.299119, 8.365070
5.832392, 3.302838, 8.373601
5.839470, 3.306557, 8.382132
5.846549, 3.310276, 8.390663
5.853627, 3.313996, 8.399195
5.860705, 3.317709, 8.407730
5.867783, 3.321424, 8.416265
5.874861, 3.325106, 8.424815
5.881939, 3.328799, 8.433362
5.889017, 3.332490, 8.441909
5.896096, 3.336332, 8.450381
5.903174, 3.340041, 8.458920
5.910252, 3.343745, 8.467465
5.917330, 3.347395, 8.475973
5.924408, 3.351209, 8.484520
5.931486, 3.354933, 8.493051
5.938564, 3.358658, 8.501585
5.945643, 3.362382, 8.510118
5.952721, 3.366045, 8.518629
5.959799, 3.369831, 8.527184
5.966877, 3.373559, 8.535718
5.973955, 3.377360, 8.544301
5.981033, 3.381048, 8.552800
5.988111, 3.384738, 8.561322
5.995190, 3.388432, 8.569843
6.002268, 3.392340, 8.578439
6.009346, 3.395958, 8.586935
6.016424, 3.399648, 8.595454
6.023502, 3.403384, 8.604001
6.030580, 3.407143, 8.612550
6.037659, 3.410839, 8.621060
6.044737, 3.414588, 8.629581
6.051815, 3.418286, 8.638126
6.058893, 3.422023, 8.646663
6.065971, 3.425742, 8.655204
6.073049, 3.429476, 8.663738
6.080127, 3.433209, 8.672272
6.087206, 3.436941, 8.680807
6.094284, 3.440689, 8.689335
6.101362, 3.444412, 8.697876
6.108440, 3.448139, 8.706414
6.115518, 3.451870, 8.714951
6.122596, 3.455560, 8.723508
6.129674, 3.459334, 8.732025
6.136753, 3.463069, 8.740560
6.143831, 3.466843, 8.749077
6.150909, 3.470526, 8.757639
6.157987, 3.474263, 8.766175
6.165065, 3.477990, 8.774715
6.172143, 3.481741, 8.783244
6.179221, 3.485469, 8.791785
6.186300, 3.489203, 8.800322
6.193378, 3.492939, 8.808860
6.200456, 3.496694, 8.817405
6.207534, 3.500409, 8.825938
6.214612, 3.504144, 8.834479
6.221690, 3.507938, 8.843053
6.228768, 3.511586, 8.851620
6.235847, 3.515346, 8.860096
6.242925, 3.519075, 8.868637
6.250003, 3.522774, 8.877195
6.257081, 3.526559, 8.885710
6.264159, 3.530300, 8.894249
6.271237, 3.534026, 8.902794
6.278315, 3.537767, 8.911346
6.285394, 3.541464, 8.919893
6.292472, 3.545229, 8.928454
6.299550, 3.548936, 8.936978
6.306628, 3.552736, 8.945509
6.313706, 3.556446, 8.954061
6.320784, 3.560185, 8.962598
6.327862, 3.563922, 8.971137
6.334941, 3.567662, 8.979676
6.342019, 3.571404, 8.988213
6.349097, 3.575145, 8.996751
6.356175, 3.578872, 9.005298
6.363253, 3.582604, 9.013843
6.370331, 3.586342, 9.022375
6.377410, 3.590197, 9.030959
6.384488, 3.593740, 9.039434
6.391566, 3.597567, 9.048002
6.398644, 3.601306, 9.056544
6.405722, 3.605047, 9.065087
6.412800, 3.608787, 9.073630
6.419878, 3.612528, 9.082174
6.426957, 3.616297, 9.090796
6.434035, 3.619984, 9.099252
6.441113, 3.623771, 9.107814
6.448191, 3.627488, 9.116350
6.455269, 3.631429, 9.125019
6.462347, 3.634996, 9.133388
6.469425, 3.638760, 9.141958
6.476504, 3.642457, 9.150533
6.483582, 3.646202, 9.159069
6.490660, 3.649945, 9.167613
6.497738, 3.653750, 9.176182
6.504816, 3.657433, 9.184704
6.511894, 3.661174, 9.193248
6.518972, 3.664924, 9.201795
6.526051, 3.668631, 9.210327
6.533129, 3.672335, 9.218856
6.540207, 3.676124, 9.227421
6.547285, 3.679893, 9.235975
6.554363, 3.683636, 9.244520
6.561441, 3.687448, 9.253093
6.568519, 3.691127, 9.261614
6.575598, 3.694880, 9.270164
6.582676, 3.698615, 9.278705
6.589754, 3.702360, 9.287251
6.596832, 3.706105, 9.295799
6.603910, 3.709850, 9.304345
6.610988, 3.713595, 9.312891
6.618066, 3.717353, 9.321444
6.625145, 3.721104, 9.329992
6.632223, 3.724855, 9.338542
6.639301, 3.728608, 9.347095
6.646379, 3.732355, 9.355641
6.653457, 3.736112, 9.364192
6.660535, 3.739866, 9.372743
6.667613, 3.743549, 9.381274
6.674692, 3.747312, 9.389819
6.681770, 3.751011, 9.398349
6.688848, 3.754793, 9.406921
6.695926, 3.758554, 9.415465
6.703004, 3.762336, 9.424028
6.710082, 3.766027, 9.432568
6.717161, 3.769716, 9.441087
6.724239, 3.773521, 9.449664
6.731317, 3.777197, 9.458172
6.738395, 3.781193, 9.466821
6.745473, 3.784910, 9.475247
6.752551, 3.788659, 9.483796
6.759629, 3.792407, 9.492346
6.766708, 3.796156, 9.500897
6.773786, 3.799904, 9.509448
6.780864, 3.803564, 9.517986
6.787942, 3.807381, 9.526558
6.795020, 3.811131, 9.535107
6.802098, 3.814881, 9.543658
6.809176, 3.818613, 9.552219
6.816255, 3.822365, 9.560768
6.823333, 3.826113, 9.569320
6.830411, 3.829956, 9.577906
6.837489, 3.833635, 9.586414
6.844567, 3.837316, 9.594939
6.851645, 3.841058, 9.603508
6.858723, 3.844895, 9.612091
6.865802, 3.848534, 9.620596
6.872880, 3.852368, 9.629180
6.879958, 3.856131, 9.637724
6.887036, 3.859830, 9.646303
6.894114, 3.863516, 9.654892
6.901192, 3.867448, 9.663348
6.908270, 3.871134, 9.671934
6.915349, 3.874888, 9.680484
6.922427, 3.878522, 9.688993
6.929505, 3.882277, 9.697592
6.936583, 3.886026, 9.706147
6.943661, 3.889826, 9.714672
6.950739, 3.893626, 9.723262
6.957817, 3.897475, 9.731754
6.964896, 3.901159, 9.740355
6.971974, 3.904756, 9.748848
6.979052, 3.908629, 9.757568
6.986130, 3.912313, 9.766019
6.993208, 3.916147, 9.774581
7.000286, 3.919896, 9.783137
7.007364, 3.923743, 9.791736
7.014443, 3.927459, 9.800281
7.021521, 3.931220, 9.808854
7.028599, 3.934935, 9.817342
7.035677, 3.938652, 9.825897
7.042755, 3.942426, 9.834463
7.049833, 3.946208, 9.843030
7.056912, 3.949954, 9.851560
7.063990, 3.953704, 9.860119
7.071068, 3.957486, 9.868684
